"Gogol_MertvieDushi" "Gogol_TarasBulba" "Lermontov_GeroyNashegoVremeni" "Lermontov_KnyaginyaLigovskaya" "Pushkin_Dubrovsky" "Pushkin_KapitanskayaDochka"
"степени" 0.0209473436149878 0.00270731245092996 0.0023813492724978 0.0106723585912487 0.00968945303037643 0.00303914417699976
"степи" 0.00392762692781022 0.0162438747055798 0.00714404781749339 0 0 0.0334305859469973
"стороне" 0.00916446283155717 0.0216584996074397 0.00714404781749339 0 0 0.0151957208849988
"страсти" 0.00654604487968369 0.00270731245092996 0.0214321434524802 0.0213447171824973 0.00968945303037643 0.00607828835399951
"та" 0.0157105077112409 0.0162438747055798 0.00714404781749339 0.0106723585912487 0 0
"третий" 0.0117828807834307 0.0108292498037198 0.00476269854499559 0.00533617929562433 0.0242236325759411 0.00607828835399951
"трех" 0.00916446283155717 0.0135365622546498 0.0190507941799824 0 0.00968945303037643 0.00303914417699976
"шесть" 0.0104736718074939 0.00270731245092996 0.0261948419974758 0.00533617929562433 0 0.00607828835399951
"ямщик" 0.00261841795187348 0 0.00476269854499559 0 0.0145341795455647 0.0486263068319961
"впереди" 0.00916446283155717 0.0243658120583697 0.00952539708999119 0 0 0.00607828835399951
"гвардии" 0.00130920897593674 0 0 0 0.0532919916670704 0.0303914417699976
"даром" 0.0117828807834307 0.0162438747055798 0.00476269854499559 0.00533617929562433 0.00484472651518822 0.00911743253099927
"задумался" 0.00916446283155717 0.00541462490185992 0.011906746362489 0.0106723585912487 0.00968945303037643 0.012156576707999
"имела" 0.00916446283155717 0.00812193735278989 0.00952539708999119 0.00533617929562433 0.0193789060607529 0.00911743253099927
"лежал" 0.00261841795187348 0.0108292498037198 0.011906746362489 0.00533617929562433 0.0290683590911293 0.012156576707999
"лицом" 0.0117828807834307 0.0108292498037198 0.0023813492724978 0.0106723585912487 0.0193789060607529 0.00607828835399951
"лицу" 0.0130920897593674 0.00541462490185992 0.00714404781749339 0.0106723585912487 0.00968945303037643 0.00911743253099927
"местах" 0.0144012987353041 0.0243658120583697 0.0023813492724978 0 0 0.00303914417699976
"мужа" 0.00130920897593674 0.0108292498037198 0.0142880956349868 0.016008537886873 0.0145341795455647 0.0151957208849988
"найти" 0.00785525385562043 0.0189511871565097 0.0142880956349868 0 0.00968945303037643 0.00303914417699976
"ночью" 0 0.00812193735278989 0.0381015883599648 0 0.00484472651518822 0.00607828835399951
"обоих" 0.0104736718074939 0.0135365622546498 0.0023813492724978 0.016008537886873 0.00484472651518822 0.012156576707999
"остаться" 0.00523683590374696 0.0135365622546498 0.0166694449074846 0.00533617929562433 0.0193789060607529 0.00303914417699976
"пожалуй" 0.0130920897593674 0.00270731245092996 0.011906746362489 0.00533617929562433 0.00968945303037643 0.00911743253099927
"показалась" 0.00654604487968369 0.00541462490185992 0.011906746362489 0.0106723585912487 0.0145341795455647 0.0151957208849988
"предмет" 0.024874970542798 0 0 0 0 0.00911743253099927
"прервал" 0.00261841795187348 0.00270731245092996 0.00476269854499559 0.00533617929562433 0.0145341795455647 0.0395088743009968
"ради" 0.00654604487968369 0.00812193735278989 0 0.00533617929562433 0.0242236325759411 0.0243131534159981
"русский" 0.0117828807834307 0.00541462490185992 0.00714404781749339 0.016008537886873 0.00968945303037643 0.00911743253099927
"сделался" 0.00916446283155717 0.00541462490185992 0.011906746362489 0.032017075773746 0.00484472651518822 0.00303914417699976
"словам" 0.0144012987353041 0 0.00476269854499559 0.016008537886873 0 0.0182348650619985
"слуги" 0.00916446283155717 0.0162438747055798 0 0 0.0387578121215057 0.00303914417699976
"слушал" 0.00916446283155717 0.00812193735278989 0.00952539708999119 0.016008537886873 0.00484472651518822 0.012156576707999
"смотри" 0.0144012987353041 0.00270731245092996 0.00476269854499559 0 0.00968945303037643 0.0182348650619985
"старые" 0.00654604487968369 0.0216584996074397 0.0166694449074846 0 0 0.00607828835399951
"стене" 0.00523683590374696 0.0108292498037198 0.00952539708999119 0.016008537886873 0.00484472651518822 0.0182348650619985
"столе" 0.0170197166871776 0 0.0023813492724978 0.0213447171824973 0.0145341795455647 0.00303914417699976
"удовольствие" 0.0117828807834307 0.00270731245092996 0.011906746362489 0.016008537886873 0.0193789060607529 0
"целый" 0.00654604487968369 0.00541462490185992 0.023813492724978 0.0106723585912487 0 0.00911743253099927
"читать" 0.00392762692781022 0.00270731245092996 0.00952539708999119 0.0106723585912487 0.0193789060607529 0.0243131534159981
"берегу" 0.00261841795187348 0.0189511871565097 0.0166694449074846 0 0.00484472651518822 0.012156576707999
"бумагу" 0.00654604487968369 0 0 0.00533617929562433 0.0290683590911293 0.0273522975929978
"вашей" 0.00916446283155717 0.00541462490185992 0.011906746362489 0.016008537886873 0.0193789060607529 0
"вдали" 0.0130920897593674 0.0135365622546498 0.011906746362489 0 0.00484472651518822 0
"верхом" 0.00392762692781022 0.00541462490185992 0.0190507941799824 0 0.0145341795455647 0.0151957208849988
"веры" 0 0.0189511871565097 0.023813492724978 0.0213447171824973 0 0
"внизу" 0.0117828807834307 0.00270731245092996 0.0190507941799824 0.016008537886873 0 0
"вообще" 0.0130920897593674 0.00541462490185992 0.0142880956349868 0.016008537886873 0 0
"вскрикнул" 0.0117828807834307 0.0297804369602296 0.0023813492724978 0 0 0
"говори" 0.00785525385562043 0.0189511871565097 0.00476269854499559 0 0 0.0182348650619985
"грушницкого" 0 0 0.0500083347224537 0 0 0
"детей" 0.0117828807834307 0.0189511871565097 0.0023813492724978 0.0106723585912487 0 0.00607828835399951
"дочери" 0.00654604487968369 0.00270731245092996 0.0166694449074846 0.0106723585912487 0.00484472651518822 0.0151957208849988
"извольте" 0.0170197166871776 0 0.00476269854499559 0.0106723585912487 0.00968945303037643 0.00607828835399951
"конь" 0.00916446283155717 0.0162438747055798 0.00952539708999119 0 0 0.012156576707999
"которому" 0.0157105077112409 0.0108292498037198 0.00714404781749339 0.00533617929562433 0.00484472651518822 0
"которыми" 0.0144012987353041 0.00541462490185992 0.00952539708999119 0.00533617929562433 0 0.00911743253099927
"красинский" 0 0 0 0.112059765208111 0 0
"кучер" 0.0222565525909246 0.00270731245092996 0 0.00533617929562433 0.00968945303037643 0
"м" 0 0 0 0.112059765208111 0 0
"марью" 0 0 0 0 0.0242236325759411 0.0486263068319961
"муж" 0.00654604487968369 0.00270731245092996 0.011906746362489 0.0213447171824973 0.00484472651518822 0.0151957208849988
"называют" 0.0222565525909246 0 0.00476269854499559 0.0106723585912487 0 0
"нашли" 0.0117828807834307 0.0108292498037198 0.00952539708999119 0 0.0145341795455647 0.00303914417699976
"некогда" 0.00261841795187348 0 0.011906746362489 0.0106723585912487 0.043602538636694 0.00911743253099927
"объяснить" 0.00523683590374696 0 0.011906746362489 0.032017075773746 0.00968945303037643 0.012156576707999
"ответа" 0.00785525385562043 0.00270731245092996 0.00476269854499559 0.016008537886873 0.0193789060607529 0.0151957208849988
"паны" 0 0.0568535614695292 0 0 0 0
"площадь" 0.00130920897593674 0.0406096867639494 0.0023813492724978 0 0 0.012156576707999
"подать" 0.0144012987353041 0.00270731245092996 0 0.0266808964781217 0 0.012156576707999
"положении" 0.0130920897593674 0.00270731245092996 0.0023813492724978 0.016008537886873 0.00484472651518822 0.0151957208849988
"поминутно" 0.00261841795187348 0.00270731245092996 0.0142880956349868 0 0.0387578121215057 0.012156576707999
"послал" 0.00916446283155717 0.00270731245092996 0.00476269854499559 0 0.0290683590911293 0.0151957208849988
"почувствовал" 0.0157105077112409 0.0162438747055798 0.0023813492724978 0 0 0.00607828835399951
"прав" 0.00523683590374696 0.00812193735278989 0.0142880956349868 0.00533617929562433 0 0.0212740092389983
"признаться" 0.00785525385562043 0 0.0214321434524802 0.016008537886873 0 0.00911743253099927
"прощай" 0.00392762692781022 0.00270731245092996 0.0190507941799824 0 0 0.0273522975929978
"пустился" 0.00523683590374696 0.0108292498037198 0.011906746362489 0 0.0339130856063175 0.00303914417699976
"рад" 0.00785525385562043 0.00541462490185992 0.0190507941799824 0.00533617929562433 0 0.012156576707999
"разбойники" 0.00392762692781022 0 0.00476269854499559 0 0.0726708977278233 0.00303914417699976
"самая" 0.0104736718074939 0.00270731245092996 0.011906746362489 0.016008537886873 0.00968945303037643 0.00607828835399951
"самым" 0.0170197166871776 0.00270731245092996 0.00476269854499559 0.00533617929562433 0 0.012156576707999
"сделалось" 0.00916446283155717 0.00270731245092996 0.00476269854499559 0.00533617929562433 0.0145341795455647 0.0212740092389983
"села" 0.00392762692781022 0.00270731245092996 0.011906746362489 0.0266808964781217 0.0145341795455647 0.012156576707999
"сечь" 0 0.0568535614695292 0 0 0 0
"силу" 0.00392762692781022 0.0297804369602296 0.00476269854499559 0.00533617929562433 0.0145341795455647 0.00303914417699976
"скажите" 0.00654604487968369 0 0.0142880956349868 0.0266808964781217 0.00968945303037643 0.00911743253099927
"странное" 0.0130920897593674 0.00270731245092996 0.00952539708999119 0.0106723585912487 0.00968945303037643 0.00607828835399951
"страшно" 0.0104736718074939 0.0162438747055798 0.0023813492724978 0.00533617929562433 0.00484472651518822 0.012156576707999
"счастие" 0.00523683590374696 0.00270731245092996 0.00714404781749339 0.032017075773746 0.00968945303037643 0.0151957208849988
"твоей" 0.00392762692781022 0.0108292498037198 0.00952539708999119 0 0.00484472651518822 0.0273522975929978
"угол" 0.0144012987353041 0.00270731245092996 0.00714404781749339 0 0.0193789060607529 0.00607828835399951
"умел" 0.0157105077112409 0.00812193735278989 0.00476269854499559 0.00533617929562433 0.00484472651518822 0.00607828835399951
"умер" 0.0144012987353041 0.00270731245092996 0.00952539708999119 0 0.0193789060607529 0.00303914417699976
"упал" 0.00130920897593674 0.0135365622546498 0.00952539708999119 0.00533617929562433 0.0242236325759411 0.0151957208849988
"церкви" 0.00654604487968369 0.0270731245092996 0 0 0.0242236325759411 0.00303914417699976
"чрез" 0.0144012987353041 0.0108292498037198 0 0.0106723585912487 0.00968945303037643 0.00607828835399951
"щеки" 0.0117828807834307 0.00541462490185992 0.011906746362489 0.0213447171824973 0 0.00303914417699976
"берег" 0.00130920897593674 0.0243658120583697 0.0190507941799824 0 0 0.00607828835399951
"большим" 0.00916446283155717 0.0108292498037198 0.00714404781749339 0.00533617929562433 0.00968945303037643 0.00911743253099927
"бросил" 0.00523683590374696 0.00270731245092996 0.023813492724978 0.016008537886873 0.00484472651518822 0.00303914417699976
"важно" 0.00130920897593674 0.00270731245092996 0.0166694449074846 0.0266808964781217 0.00484472651518822 0.0151957208849988
"верст" 0.00916446283155717 0.00270731245092996 0.0190507941799824 0 0.0145341795455647 0.00303914417699976
"вечно" 0.00916446283155717 0.0135365622546498 0.00714404781749339 0.016008537886873 0 0.00607828835399951
"вещи" 0.00523683590374696 0 0.0214321434524802 0.032017075773746 0 0.00303914417699976
"воды" 0.00392762692781022 0 0.0261948419974758 0.016008537886873 0.00484472651518822 0.00607828835399951
"воздухе" 0.0104736718074939 0.0297804369602296 0.0023813492724978 0 0 0
"войска" 0.00261841795187348 0.0379023743130195 0 0 0 0.012156576707999
"воля" 0.00654604487968369 0.00541462490185992 0.00476269854499559 0 0.00968945303037643 0.0273522975929978
"выйти" 0.00654604487968369 0.00541462490185992 0.0023813492724978 0.016008537886873 0.0193789060607529 0.0151957208849988
"героя" 0.024874970542798 0 0 0 0.00484472651518822 0
"глядя" 0.0104736718074939 0.0135365622546498 0.00952539708999119 0 0.00484472651518822 0.00607828835399951
"гость" 0.0222565525909246 0 0 0 0.00484472651518822 0.00607828835399951
"даст" 0.00916446283155717 0.0108292498037198 0.00952539708999119 0 0.00484472651518822 0.012156576707999
"двора" 0.00654604487968369 0.00541462490185992 0 0.0106723585912487 0.0484472651518822 0.00303914417699976
"длинные" 0.00654604487968369 0.0243658120583697 0.00476269854499559 0.016008537886873 0 0.00303914417699976
"длинный" 0.0130920897593674 0.0135365622546498 0.00476269854499559 0.00533617929562433 0 0.00607828835399951
"дней" 0.00130920897593674 0.00541462490185992 0.00952539708999119 0.0106723585912487 0.0290683590911293 0.0151957208849988
"другими" 0.00785525385562043 0.0297804369602296 0 0.016008537886873 0 0
"дурак" 0.0196381346390511 0.00270731245092996 0.00714404781749339 0 0 0.00303914417699976
"духа" 0.0144012987353041 0.0135365622546498 0.00476269854499559 0 0.00484472651518822 0.00303914417699976
"жил" 0.00785525385562043 0.00270731245092996 0.0166694449074846 0.0106723585912487 0.00968945303037643 0.00607828835399951
"жить" 0.00785525385562043 0.00270731245092996 0.0190507941799824 0.0106723585912487 0.00484472651518822 0.00607828835399951
"заметно" 0.0170197166871776 0.00812193735278989 0.00476269854499559 0 0 0.00607828835399951
"ивана" 0.00261841795187348 0 0 0 0.00484472651518822 0.0516654510089959
"иной" 0.0196381346390511 0.0135365622546498 0 0 0 0
"каков" 0.0104736718074939 0.00541462490185992 0 0 0.0242236325759411 0.0151957208849988
"какою" 0.0157105077112409 0.0108292498037198 0.0023813492724978 0.016008537886873 0 0
"кем" 0.00785525385562043 0.00541462490185992 0.00714404781749339 0.00533617929562433 0.0193789060607529 0.012156576707999
"крик" 0.00392762692781022 0.0216584996074397 0.00476269854499559 0.016008537886873 0 0.012156576707999
"мери" 0 0 0.0476269854499559 0 0 0
"милости" 0.00392762692781022 0.00812193735278989 0 0.00533617929562433 0.0145341795455647 0.0303914417699976
"молодого" 0.00261841795187348 0.0108292498037198 0.0023813492724978 0 0.0484472651518822 0.00911743253099927
"мужчины" 0.0117828807834307 0 0.00714404781749339 0.016008537886873 0.0193789060607529 0.00303914417699976
"находился" 0.00392762692781022 0 0 0.00533617929562433 0.0242236325759411 0.0334305859469973
"неподвижно" 0.00392762692781022 0.0135365622546498 0.011906746362489 0.00533617929562433 0.0242236325759411 0.00303914417699976
"нигде" 0.0144012987353041 0.0162438747055798 0.0023813492724978 0.00533617929562433 0.00484472651518822 0
"никаких" 0.0130920897593674 0.00812193735278989 0.00476269854499559 0 0.0145341795455647 0.00607828835399951
"ног" 0.00654604487968369 0.0135365622546498 0.0023813492724978 0.0266808964781217 0.00968945303037643 0.00607828835399951
"ныне" 0.00392762692781022 0.00541462490185992 0 0.032017075773746 0.0290683590911293 0.00911743253099927
"общество" 0.0117828807834307 0.00270731245092996 0.0142880956349868 0.0106723585912487 0 0.00607828835399951
"первого" 0.00392762692781022 0.00541462490185992 0.00714404781749339 0.0426894343649947 0 0.012156576707999
"просить" 0.00392762692781022 0.00270731245092996 0.011906746362489 0.016008537886873 0.0193789060607529 0.012156576707999
"радости" 0.00785525385562043 0 0.0142880956349868 0 0.00968945303037643 0.0182348650619985
"собой" 0.00785525385562043 0.00812193735278989 0.023813492724978 0 0 0.00303914417699976
"спину" 0.0130920897593674 0.00812193735278989 0.00952539708999119 0 0.00484472651518822 0.00607828835399951
"спокойно" 0.00392762692781022 0.00270731245092996 0.00952539708999119 0 0.0193789060607529 0.0243131534159981
"столу" 0.0104736718074939 0.00270731245092996 0.0190507941799824 0.016008537886873 0 0
"товарищ" 0.00392762692781022 0.0270731245092996 0.00476269854499559 0 0.00484472651518822 0.012156576707999
"уверен" 0.00523683590374696 0 0.0285761912699736 0.00533617929562433 0.00484472651518822 0.00607828835399951
"улицу" 0.0104736718074939 0.0216584996074397 0.00476269854499559 0 0 0.00607828835399951
"француза" 0.00392762692781022 0 0 0.00533617929562433 0.0678261712126351 0.00607828835399951
"характер" 0.0144012987353041 0.00812193735278989 0.00714404781749339 0.016008537886873 0 0
"хорошенько" 0.00785525385562043 0.0108292498037198 0.00952539708999119 0 0.00484472651518822 0.0151957208849988
"шапки" 0.00392762692781022 0.0379023743130195 0.0023813492724978 0 0 0.00607828835399951
"шапку" 0.00916446283155717 0.0189511871565097 0.00714404781749339 0 0 0.00911743253099927
"алексей" 0.00654604487968369 0 0.0023813492724978 0 0 0.0395088743009968
"бал" 0.00916446283155717 0.00270731245092996 0.00952539708999119 0.032017075773746 0.00484472651518822 0
"братец" 0.00785525385562043 0 0.0142880956349868 0 0.0290683590911293 0.00303914417699976
"бэла" 0 0 0.0452456361774582 0 0 0
"воду" 0.00392762692781022 0.0108292498037198 0.0166694449074846 0 0.00968945303037643 0.00911743253099927
"возьми" 0.0157105077112409 0.00812193735278989 0.0023813492724978 0 0 0.00911743253099927
"глубоко" 0.00654604487968369 0.00541462490185992 0.00952539708999119 0.0213447171824973 0.00484472651518822 0.00911743253099927
"голоса" 0.00130920897593674 0.0135365622546498 0.011906746362489 0.00533617929562433 0.0145341795455647 0.012156576707999
"готова" 0.0117828807834307 0.00541462490185992 0.00714404781749339 0 0.00968945303037643 0.00911743253099927
"грозно" 0.00130920897593674 0.00541462490185992 0.00476269854499559 0 0.0387578121215057 0.0182348650619985
"дали" 0.00654604487968369 0.00812193735278989 0.00476269854499559 0.0106723585912487 0.00968945303037643 0.0151957208849988
"дому" 0.0104736718074939 0.00541462490185992 0 0 0.0193789060607529 0.0151957208849988
"дрянь" 0.0222565525909246 0.00541462490185992 0 0 0 0
"жиды" 0 0.0514389365676693 0 0 0 0
"залу" 0.00261841795187348 0.00270731245092996 0.00952539708999119 0.0266808964781217 0.0290683590911293 0.00303914417699976
"заснул" 0.00916446283155717 0.0135365622546498 0.00476269854499559 0 0.00484472651518822 0.012156576707999
"имели" 0.00916446283155717 0.00270731245092996 0.00952539708999119 0.016008537886873 0.00968945303037643 0.00607828835399951
"имею" 0.00654604487968369 0 0.0190507941799824 0.0213447171824973 0 0.00607828835399951
"квартиру" 0.00392762692781022 0 0.011906746362489 0.00533617929562433 0 0.0303914417699976
"марье" 0 0 0 0 0.0242236325759411 0.0425480184779966
"медленно" 0.00523683590374696 0.00812193735278989 0.0190507941799824 0.0106723585912487 0 0.00607828835399951
"могло" 0.00916446283155717 0.00812193735278989 0.00476269854499559 0.0213447171824973 0.00968945303037643 0.00303914417699976
"можешь" 0.0170197166871776 0 0.00952539708999119 0 0.00484472651518822 0.00303914417699976
"молчание" 0.00654604487968369 0.00270731245092996 0.0142880956349868 0.016008537886873 0.00968945303037643 0.00607828835399951
"надеюсь" 0 0 0.0190507941799824 0.00533617929562433 0.0145341795455647 0.0212740092389983
"налево" 0.0117828807834307 0.00541462490185992 0.0166694449074846 0 0.00484472651518822 0
"начинал" 0.0104736718074939 0.00270731245092996 0.0166694449074846 0.0106723585912487 0.00484472651518822 0
"наше" 0.00130920897593674 0.00541462490185992 0.00714404781749339 0.0266808964781217 0.00484472651518822 0.0212740092389983
"невозможно" 0.00392762692781022 0 0.0166694449074846 0.016008537886873 0.00968945303037643 0.012156576707999
"недели" 0.0104736718074939 0.00812193735278989 0.00476269854499559 0.0106723585912487 0.0193789060607529 0
"обеда" 0.00916446283155717 0.00541462490185992 0.0142880956349868 0.00533617929562433 0.00968945303037643 0.00303914417699976
"остались" 0.00916446283155717 0.0108292498037198 0.00714404781749339 0 0 0.0151957208849988
"первой" 0.00654604487968369 0.00812193735278989 0.011906746362489 0.00533617929562433 0.0145341795455647 0.00607828835399951
"первые" 0.0104736718074939 0.00541462490185992 0.00476269854499559 0.016008537886873 0.00484472651518822 0.00911743253099927
"песню" 0.0104736718074939 0 0.0142880956349868 0 0.00968945303037643 0.00911743253099927
"пистолет" 0 0.00270731245092996 0.0261948419974758 0 0.0339130856063175 0
"повторил" 0.00654604487968369 0.00541462490185992 0.00476269854499559 0.0106723585912487 0.00968945303037643 0.0182348650619985
"подле" 0.00261841795187348 0 0.00714404781749339 0.00533617929562433 0.0339130856063175 0.0182348650619985
"пол" 0.0157105077112409 0.00812193735278989 0.0023813492724978 0.0106723585912487 0.00484472651518822 0
"полк" 0.00261841795187348 0.0135365622546498 0.00476269854499559 0.0106723585912487 0 0.0243131534159981
"полу" 0.00523683590374696 0.0108292498037198 0.00714404781749339 0.00533617929562433 0.0145341795455647 0.012156576707999
"понял" 0.00392762692781022 0.00541462490185992 0.011906746362489 0.016008537886873 0.0145341795455647 0.00911743253099927
"послушайте" 0.00654604487968369 0.00541462490185992 0.0166694449074846 0 0.0145341795455647 0.00607828835399951
"принес" 0.00916446283155717 0.00270731245092996 0.00476269854499559 0.0266808964781217 0 0.012156576707999
"принял" 0.0117828807834307 0.00270731245092996 0.011906746362489 0.00533617929562433 0 0.00911743253099927
"принять" 0.0117828807834307 0 0.00714404781749339 0 0 0.0212740092389983
"притом" 0.00523683590374696 0.00812193735278989 0.0142880956349868 0.0266808964781217 0.00484472651518822 0
"пугачеву" 0 0 0 0 0 0.0577437393629954
"пути" 0.00785525385562043 0.00812193735278989 0.00952539708999119 0.00533617929562433 0.00968945303037643 0.00911743253099927
"разом" 0.00654604487968369 0.0297804369602296 0.0023813492724978 0.00533617929562433 0.00484472651518822 0
"рассказать" 0.0117828807834307 0.00541462490185992 0.00476269854499559 0.016008537886873 0.00968945303037643 0.00303914417699976
"сели" 0.00654604487968369 0.00812193735278989 0.00476269854499559 0.00533617929562433 0.0145341795455647 0.0151957208849988
"сидит" 0.0104736718074939 0.00541462490185992 0.0166694449074846 0 0.00484472651518822 0.00303914417699976
"сильнее" 0 0.0189511871565097 0.0142880956349868 0 0.0145341795455647 0.00911743253099927
"словами" 0.0157105077112409 0.00812193735278989 0.0023813492724978 0 0.00484472651518822 0.00607828835399951
"состоянии" 0.00523683590374696 0.00541462490185992 0.00476269854499559 0 0.0193789060607529 0.0212740092389983
"старушка" 0.00261841795187348 0.00541462490185992 0 0.048025613660619 0.0193789060607529 0.00607828835399951
"странно" 0.0117828807834307 0 0.00714404781749339 0.0266808964781217 0.00484472651518822 0.00303914417699976
"трубку" 0.0104736718074939 0.00541462490185992 0.00952539708999119 0.0106723585912487 0.00484472651518822 0.00607828835399951
"тулуп" 0 0 0 0 0 0.0577437393629954
"тысяч" 0.0157105077112409 0.0135365622546498 0 0 0.00968945303037643 0
"бедного" 0.00392762692781022 0.00812193735278989 0 0 0.0242236325759411 0.0212740092389983
"ближе" 0.00785525385562043 0.00541462490185992 0.0142880956349868 0.0213447171824973 0 0
"будем" 0.00392762692781022 0.0108292498037198 0.0142880956349868 0.016008537886873 0 0.00607828835399951
"вал" 0 0.0243658120583697 0.011906746362489 0 0.00968945303037643 0.00607828835399951
"вашу" 0.00392762692781022 0.00270731245092996 0.011906746362489 0.0106723585912487 0.00968945303037643 0.0151957208849988
"весть" 0.00785525385562043 0.00812193735278989 0 0 0.00968945303037643 0.0212740092389983
"виду" 0.00523683590374696 0.0216584996074397 0.0023813492724978 0.00533617929562433 0.00484472651518822 0.00911743253099927
"второй" 0.00130920897593674 0 0.0214321434524802 0.016008537886873 0.00968945303037643 0.00911743253099927
"г" 0.00392762692781022 0.00270731245092996 0.00476269854499559 0.0213447171824973 0.00968945303037643 0.0182348650619985
"говорится" 0.0209473436149878 0 0.00476269854499559 0 0 0
"григорьевна" 0.0235657615668613 0 0 0 0 0
"давай" 0.0130920897593674 0.0162438747055798 0.0023813492724978 0 0 0.00303914417699976
"де" 0.0144012987353041 0 0 0 0.00484472651518822 0.0182348650619985
"девка" 0.00261841795187348 0 0.00476269854499559 0.00533617929562433 0.00968945303037643 0.0334305859469973
"держать" 0.00785525385562043 0.0108292498037198 0 0.0106723585912487 0.00968945303037643 0.012156576707999
"дети" 0.00523683590374696 0.0216584996074397 0.00476269854499559 0.00533617929562433 0.0145341795455647 0
"думать" 0.00916446283155717 0.0135365622546498 0.0023813492724978 0.0106723585912487 0.00968945303037643 0.00303914417699976
"ежеминутно" 0.0104736718074939 0.00270731245092996 0.0190507941799824 0.00533617929562433 0 0
"ею" 0.00785525385562043 0.00812193735278989 0.00952539708999119 0.00533617929562433 0.0145341795455647 0.00303914417699976
"знаем" 0.0104736718074939 0.00270731245092996 0.0142880956349868 0 0.00968945303037643 0.00303914417699976
"знак" 0.00130920897593674 0.0108292498037198 0.011906746362489 0.0213447171824973 0.00484472651518822 0.00911743253099927
"изредка" 0.00392762692781022 0.00812193735278989 0.00476269854499559 0 0.0193789060607529 0.0182348650619985
"какому" 0.00785525385562043 0 0.0023813492724978 0.0266808964781217 0.00484472651518822 0.0151957208849988
"козака" 0 0.0487316241167393 0 0 0 0
"конец" 0.00654604487968369 0.0135365622546498 0.0142880956349868 0.00533617929562433 0 0.00303914417699976
"красавица" 0 0.0189511871565097 0.00952539708999119 0.016008537886873 0.0193789060607529 0
"крики" 0.00392762692781022 0.00812193735278989 0.00476269854499559 0 0.00968945303037643 0.0243131534159981
"кричали" 0.00392762692781022 0.0324877494111595 0.0023813492724978 0 0.00484472651518822 0.00303914417699976
"крыльца" 0.00523683590374696 0.00270731245092996 0 0.0106723585912487 0.0242236325759411 0.0182348650619985
"крыльцо" 0.0104736718074939 0 0.0023813492724978 0 0.0242236325759411 0.012156576707999
"лесу" 0.00130920897593674 0.0108292498037198 0.00952539708999119 0.00533617929562433 0.0339130856063175 0.00303914417699976
"молчал" 0.00130920897593674 0.0108292498037198 0.0166694449074846 0 0.0193789060607529 0.00607828835399951
"мужики" 0.0170197166871776 0 0 0 0.00968945303037643 0.00911743253099927
"написано" 0.0104736718074939 0 0.00952539708999119 0.0213447171824973 0 0.00607828835399951
"небольшой" 0.00916446283155717 0.0216584996074397 0.00476269854499559 0.00533617929562433 0 0
"ничем" 0.0104736718074939 0.00812193735278989 0.00952539708999119 0.00533617929562433 0.00484472651518822 0.00303914417699976
"обед" 0.0170197166871776 0 0.0023813492724978 0.00533617929562433 0.0145341795455647 0
"обедать" 0.00130920897593674 0.00270731245092996 0.0023813492724978 0.0266808964781217 0.0193789060607529 0.0182348650619985
"памяти" 0.00392762692781022 0.00812193735278989 0.0142880956349868 0.016008537886873 0 0.00911743253099927
"первых" 0.00523683590374696 0.00812193735278989 0.0190507941799824 0.00533617929562433 0.00484472651518822 0.00303914417699976
"плечами" 0.00392762692781022 0.00541462490185992 0.0166694449074846 0.0213447171824973 0 0.00607828835399951
"познакомиться" 0.00785525385562043 0 0.0166694449074846 0.016008537886873 0.00484472651518822 0.00303914417699976
"пойдем" 0.00392762692781022 0.0162438747055798 0.0142880956349868 0.00533617929562433 0 0.00607828835399951
"пойду" 0.00261841795187348 0.00812193735278989 0.011906746362489 0.0106723585912487 0.00484472651518822 0.0151957208849988
"показал" 0.0117828807834307 0.00541462490185992 0.00714404781749339 0.00533617929562433 0.00968945303037643 0.00303914417699976
"половина" 0.00654604487968369 0.0270731245092996 0.0023813492724978 0.00533617929562433 0 0.00303914417699976
"попадья" 0.00130920897593674 0 0 0 0.0145341795455647 0.0425480184779966
"придется" 0.0117828807834307 0.00270731245092996 0.011906746362489 0 0 0.00911743253099927
"пришли" 0.00261841795187348 0.0162438747055798 0.011906746362489 0 0.00484472651518822 0.012156576707999
"рассказывать" 0.00261841795187348 0 0.0261948419974758 0.00533617929562433 0.0145341795455647 0.00303914417699976
"ребята" 0.00654604487968369 0 0.0023813492724978 0 0.0193789060607529 0.0243131534159981
"сем" 0.00785525385562043 0.00812193735278989 0.0023813492724978 0 0.0290683590911293 0.00607828835399951
"службу" 0.0144012987353041 0.00541462490185992 0 0 0 0.0151957208849988
"служил" 0.00916446283155717 0.00270731245092996 0.00952539708999119 0.016008537886873 0 0.00911743253099927
"собаки" 0.00654604487968369 0.0189511871565097 0 0.00533617929562433 0.0145341795455647 0.00607828835399951
"солдат" 0.00523683590374696 0 0.00476269854499559 0.00533617929562433 0.0145341795455647 0.0243131534159981
"старика" 0.00130920897593674 0 0.0023813492724978 0.00533617929562433 0.0193789060607529 0.0334305859469973
"суда" 0.00654604487968369 0.00541462490185992 0.00476269854499559 0 0.0339130856063175 0.00607828835399951
"троекурова" 0 0 0 0 0.0872050772733879 0
"тысячи" 0.00916446283155717 0.0216584996074397 0.0023813492724978 0.00533617929562433 0.00484472651518822 0
"увидели" 0.0117828807834307 0.0135365622546498 0.0023813492724978 0 0.00484472651518822 0.00607828835399951
